Job Zone,Code,Occupation,Data-level,url,Median Wage,Projected Growth,Projected Job Openings,ai_proof_score,final_ranking,key_drivers
4,21-1093.00,Social and Human Service Assistants,Y,https://www.onetonline.org/link/summary/21-1093.00,"$21.69 hourly, $45,120 annual",Faster than average (5% to 6%),"50,600",3.7,0.714,"Physical presence in clients' lives and deep mutual transformation through relationships is core—assistants grow alongside those they serve. Trust and organizational context are significant. Heavy administrative burden (documentation, intake, case tracking) will be dramatically reduced by AI, freeing time for direct service and relationship-building."
4,11-9072.00,"Entertainment and Recreation Managers, Except Gambling",Y,https://www.onetonline.org/link/summary/11-9072.00,"$37.11 hourly, $77,180 annual",Much faster than average (7% or higher),"5,500",3.6,0.713,"Role combines moderate novel judgment in managing variable events/venues with substantial political navigation across stakeholder networks and operational deep context. Trust and relationship management are meaningful but not primary. AI can handle scheduling and logistics, freeing managers for strategy and negotiation—strong offensive benefit despite moderate defensive score."
3,29-2092.00,Hearing Aid Specialists,Y,https://www.onetonline.org/link/summary/29-2092.00,"$29.60 hourly, $61,560 annual",Much faster than average (7% or higher),"1,000",3.9,0.713,Physical presence and hands-on device fitting combined with trust-based counseling form the core defenses. Patients rely on the specialist's judgment about which solution fits their unique hearing profile and lifestyle. Moderate institutional context and judgment in novel hearing scenarios add resilience.
4,29-1128.00,Exercise Physiologists,Y,https://www.onetonline.org/link/summary/29-1128.00,"$27.96 hourly, $58,160 annual",Much faster than average (7% or higher),"1,700",3.8,0.712,"Exercise physiologists must be physically present for testing, assessment, and intervention with clients in medical or clinical settings. Trust in the practitioner-patient relationship is central—clients depend on expert judgment about exercise prescription for their specific health conditions. The role involves genuine adaptation through client interaction and novel problem-solving in tailoring programs."
3,49-2098.00,Security and Fire Alarm Systems Installers,Y,https://www.onetonline.org/link/summary/49-2098.00,"$28.51 hourly, $59,300 annual",Much faster than average (7% or higher),"9,400",3.5,0.712,"Installation and configuration of security systems requires significant physical presence, technical dexterity, and on-site problem-solving in varied environments. Regulatory certification is required, and customer sites are often unique, creating some judgment demand. However, the tasks themselves are well-defined and increasingly automatable by mobile robots and remote diagnostics."
1,47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners,Y,https://www.onetonline.org/link/summary/47-4071.00,"$23.62 hourly, $49,140 annual",Much faster than average (7% or higher),"2,900",3.7,0.711,"Unstructured, often hazardous physical environments (A1=4) with variable site conditions and genuine problem-solving (A3=3) provide core resilience. Regulatory compliance and liability for safe work (A4=3) add legal protection. Accumulated knowledge of local systems and problem patterns (A5=3) is valuable. Limited administrative burden and minimal downstream automation risk mean A9 and A10 are weak, but hard defenses are solid."
2,35-3011.00,Bartenders,Y,https://www.onetonline.org/link/summary/35-3011.00,"$16.12 hourly, $33,530 annual",Faster than average (5% to 6%),"129,600",3.5,0.71,"Bartending combines physical presence, interpersonal trust (the role is as much social as transactional), and localized knowledge (regular customers, venue dynamics). Judgment on drink composition and customer interactions is moderate but not high-stakes; significant time on routine pouring/mixing that could be streamlined."
5,19-3039.03,Clinical Neuropsychologists,Y,https://www.onetonline.org/link/summary/19-3039.03,"$56.53 hourly, $117,580 annual",Average (3% to 4%),"3,900",4.6,0.71,"Core value is genuine clinical judgment interpreting complex, often ambiguous neuropsychological patterns in high-stakes diagnostic contexts (A3=5). Licensed professional with legal liability (A4=5). Trust in the clinician's reasoning is central (A2=4). Deep patient history and adaptive clinical skill (A5=4, A8=4) are irreplaceable."
4,13-1081.02,Logistics Analysts,Y,https://www.onetonline.org/link/summary/13-1081.02,"$38.89 hourly, $80,880 annual",Much faster than average (7% or higher),"26,400",3.3,0.71,"Analysts spend significant time on data gathering, report generation, and routine optimization—work AI will compress. However, they sit directly downstream of AI-driven inventory and routing optimization; as those systems mature, demand for analysts who can interpret, validate, and troubleshoot AI outputs will expand."
4,17-2051.01,Transportation Engineers,Y,https://www.onetonline.org/link/summary/17-2051.01,"$47.88 hourly, $99,590 annual",Faster than average (5% to 6%),"23,600",3.8,0.71,"Transportation engineers benefit from high A3 (novel judgment in system design) and A4 (licensed professional accountability), combined with meaningful A9 (data analysis and simulation work that AI can accelerate). The role sits downstream of AI-driven logistics optimization, creating more design work. Primary vulnerability is that AI can increasingly model traffic patterns and optimize routes autonomously."
5,29-1021.00,"Dentists, General",Y,https://www.onetonline.org/link/summary/29-1021.00,"$83.07 hourly, $172,790 annual",Average (3% to 4%),"3,900",4.6,0.71,"General dentists enjoy exceptionally strong resilience across all four high-weight defensive attributes: irreplaceable chairside physical presence in complex, unstructured oral cavities (A1: 5); trust and informed consent as core to the patient relationship (A2: 5); requirement for clinical judgment in diagnosis, treatment planning, and managing complications in novel situations (A3: 4); and direct legal liability for all clinical decisions—only a licensed dentist can legally provide diagnosis or treatment (A4: 5). Additionally, the role requires ongoing adaptation through patient relationships (A8: 4). Offensively, AI diagnostic aids and treatment planning tools will increase demand for dentists (A10: 4), as improved early detection expands the addressable market."
5,29-1216.00,General Internal Medicine Physicians,Y,https://www.onetonline.org/link/summary/29-1216.00,"$113.63 hourly, $236,350 annual",Average (3% to 4%),"2,100",4.7,0.709,"Strong legal accountability (A4=5), high-stakes novel judgment in ambiguous conditions (A3=5), and trust as the core product (A2=5) create multiple overlapping defenses. Physicians will leverage AI as a diagnostic and literature tool (A9=4, A10=5), expanding their capacity to handle more complex cases rather than being displaced."
3,13-1041.06,Coroners,Y,https://www.onetonline.org/link/summary/13-1041.06,"$37.70 hourly, $78,420 annual",Average (3% to 4%),"33,300",4.2,0.708,"Coroners are protected by multiple hard defenses: legal requirement for licensed official determination of cause of death, high-stakes novel judgment in complex/ambiguous cases, deep accountability for correctness, and trust as central to the investigative process. AI can assist with forensic analysis and evidence review, but human authority and legal sign-off are non-negotiable."
5,29-1215.00,Family Medicine Physicians,Y,https://www.onetonline.org/link/summary/29-1215.00,"$114.61 hourly, $238,380 annual",Average (3% to 4%),"3,300",4.6,0.707,"Family medicine is a trust-based relationship where patients select their physician for continuity, rapport, and accountability. Diagnosis and treatment require novel judgment in ambiguous, multi-system cases. Physicians are legally liable for their decisions and must be licensed. The role is fundamentally transformed by the physician's experience with individual patients and populations."
3,39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",Y,https://www.onetonline.org/link/summary/39-4031.00,"$23.94 hourly, $49,800 annual",Average (3% to 4%),"3,200",4.6,0.706,"The core value proposition is human trust, empathy, and presence during grief—clients are buying the human relationship, not just a service. State licensure and legal accountability for handling human remains, plus the transformative relational nature of the work, create strong defenses. Physical presence in deeply personal, emotionally high-stakes situations is irreplaceable."
3,29-2057.00,Ophthalmic Medical Technicians,Y,https://www.onetonline.org/link/summary/29-2057.00,"$21.19 hourly, $44,080 annual",Much faster than average (7% or higher),"12,500",3.4,0.706,"Patient interaction and trust in clinical setting provide defense, and some judgment is required in test administration and patient assessment. However, routine tasks (data entry, equipment operation, basic measurements) are being automated; role is evolving toward more supportive, less technical function."
5,29-1229.01,Allergists and Immunologists,Y,https://www.onetonline.org/link/summary/29-1229.01,"$115.00+ hourly, $239,200+ annual",Average (3% to 4%),"9,600",4.4,0.705,"Licensed physician with absolute legal accountability (A4=5) and genuine high-stakes judgment in complex, novel diagnostic and treatment scenarios (A3=4). Trust in human medical judgment is core (A2=4). Deep institutional knowledge of patient history and treatment response (A5=4). Significant administrative burden (A9=4)."
4,19-1012.00,Food Scientists and Technologists,Y,https://www.onetonline.org/link/summary/19-1012.00,"$41.02 hourly, $85,310 annual",Much faster than average (7% or higher),"1,200",3.8,0.705,"Food Scientists leverage high novel judgment in product development, moderate legal accountability in food safety, and deep contextual knowledge accumulated over years in specific food systems. They face moderate automation risk in routine testing but stand to gain significantly as AI handles data synthesis and documentation, allowing more focus on innovation."
5,29-1229.02,Hospitalists,Y,https://www.onetonline.org/link/summary/29-1229.02,"$115.00+ hourly, $239,200+ annual",Average (3% to 4%),"9,600",4.4,0.705,"Physicians hold unambiguous legal accountability for diagnosis and treatment decisions; law requires human sign-off regardless of AI capability. High-stakes judgment in medically complex, ambiguous situations demands genuine reasoning. Hospitalists spend significant time on documentation and data synthesis that AI will compress, freeing capacity for patient care and complex cases. They will direct diagnostic AI and validate algorithmic recommendations—positioning them as AI overseers."
5,29-1229.05,Preventive Medicine Physicians,Y,https://www.onetonline.org/link/summary/29-1229.05,"$115.00+ hourly, $239,200+ annual",Average (3% to 4%),"9,600",4.4,0.705,"Preventive medicine physicians have high legal accountability, must render novel judgments in health-policy and individual-risk contexts, and sell relationships and trust. They are positioned to direct AI diagnostic and epidemiological tools, making domain expertise more valuable. Currently spend significant time on policy synthesis and communication that AI could compress."
5,29-1229.06,Sports Medicine Physicians,Y,https://www.onetonline.org/link/summary/29-1229.06,"$115.00+ hourly, $239,200+ annual",Average (3% to 4%),"9,600",4.4,0.705,"Licensed physician with direct legal liability for clinical decisions; must be physically present for physical exams, orthopedic maneuvers, and injury evaluation in real-time, unstructured environments. Judgment around return-to-play and injury management is high-stakes and contextual. Trust in the physician is material for patient adherence and team buy-in."
4,11-3071.04,Supply Chain Managers,Y,https://www.onetonline.org/link/summary/11-3071.04,"$49.05 hourly, $102,010 annual",Faster than average (5% to 6%),"18,500",3.8,0.705,"Novel judgment in complex, ambiguous supply scenarios with high stakes (A3: 4) and meaningful legal/regulatory accountability (A4: 3) provide solid defense. Deep contextual knowledge of supplier relationships, logistics networks, and organizational constraints is crucial (A5: 4). Political navigation across procurement, operations, and finance (A6: 4) is significant. High underutilization: managers spend significant time on forecasting, tracking, and routine reporting that AI will compress (A9: 4)."
4,11-3121.00,Human Resources Managers,Y,https://www.onetonline.org/link/summary/11-3121.00,"$67.32 hourly, $140,030 annual",Faster than average (5% to 6%),"17,900",3.8,0.704,"HR managers are accountable for high-stakes decisions (hiring, termination, compensation, compliance) and must navigate complex organizational and legal landscapes. They accumulate years of institutional knowledge about culture, individual performance histories, and informal power structures. Trust and relationship management are central to their effectiveness."
3,33-2011.00,Firefighters,Y,https://www.onetonline.org/link/summary/33-2011.00,"$28.62 hourly, $59,530 annual",Average (3% to 4%),"27,100",4.2,0.703,"Core value is irreducibly human: physical presence in extreme danger (A1=5), trust and relationship with community (A2=4), and judgment in novel, high-stakes emergencies (A3=4). The role requires ongoing transformation through experience (A8=4)—learning from each fire, saving one's team, building situational awareness over years. No robot can reliably perform rescue operations in unstructured, life-threatening environments."
5,23-1023.00,"Judges, Magistrate Judges, and Magistrates",Y,https://www.onetonline.org/link/summary/23-1023.00,"$75.10 hourly, $156,210 annual",Average (3% to 4%),900,4.8,0.703,"Legal requirement that a human judge render decisions and sign orders (A4=5) is constitutionally mandated; no AI substitute is legally or ethically acceptable. Novel, ambiguous judgment in high-stakes legal contexts (A3=5) is core—every case presents unprecedented factual or procedural complexity. Trust in judicial impartiality and accountability (A2=5) is foundational to the justice system."
3,39-5091.00,"Makeup Artists, Theatrical and Performance",Y,https://www.onetonline.org/link/summary/39-5091.00,"$24.17 hourly, $50,280 annual",Much faster than average (7% or higher),"1,100",3.8,0.703,"Human creative authorship is the primary market value; audiences and producers specifically demand the artist's distinct perspective and aesthetic vision. Relational transformation through collaboration with performers is core to the craft, and physical presence for live application is irreplaceable."
4,11-2021.00,Marketing Managers,Y,https://www.onetonline.org/link/summary/11-2021.00,"$77.42 hourly, $161,030 annual",Much faster than average (7% or higher),"34,300",3.2,0.703,"Marketing managers are protected by their role in navigating complex stakeholder landscapes, managing competing agendas across sales/product/finance, and making judgment calls on brand strategy in novel market conditions. Deep org knowledge of company culture and customer relationships is a major asset. Offensive upside comes from AI automating campaign execution, A/B testing analysis, and content production—freeing managers to focus on strategic positioning and cross-functional leadership."
3,49-2091.00,Avionics Technicians,Y,https://www.onetonline.org/link/summary/49-2091.00,"$39.13 hourly, $81,390 annual",Much faster than average (7% or higher),"1,800",3.7,0.701,Specialized technical knowledge of avionics systems (A5=3) and moderate novel judgment in troubleshooting (A3=3) provide solid defense. No legal sign-off requirement (A4=2) limits accountability protection. Strong positioning as AI system validator (A10=4)—technicians must oversee autonomous avionics and certify AI-assisted repairs—creates direct demand growth. Significant documentation burden (A9=3) will be compressed by AI tools.
4,13-1071.00,Human Resources Specialists,Y,https://www.onetonline.org/link/summary/13-1071.00,"$35.05 hourly, $72,910 annual",Faster than average (5% to 6%),"81,800",3.5,0.7,"HR specialists handle specialized, moderately complex work—recruitment strategy, benefits administration, training program design, employee relations—that often involves judgment and stakeholder navigation. They accumulate meaningful org context and carry some accountability for compliance outcomes, but less legal liability than managers."
2,47-2073.00,Operating Engineers and Other Construction Equipment Operators,Y,https://www.onetonline.org/link/summary/47-2073.00,"$28.23 hourly, $58,710 annual",Average (3% to 4%),"41,900",4.1,0.7,"Unstructured physical environments, complex equipment manipulation, and real-time decision-making in dynamic conditions create strong automation barriers. Robots cannot yet reliably operate heavy equipment in unpredictable construction sites; human skill and judgment remain irreplaceable."
5,25-1011.00,"Business Teachers, Postsecondary",Y,https://www.onetonline.org/link/summary/25-1011.00,"$97,270 annual",Faster than average (5% to 6%),"8,100",3.9,0.699,"Deep pedagogical judgment, mentorship relationships, and the role as trusted authority in student development provide strong relational and accountability defenses. Years of curriculum expertise and understanding of student population dynamics are institutional assets. Curriculum design and adaptive teaching create meaningful offensive AI upside."
5,11-1011.00,Chief Executives,Y,https://www.onetonline.org/link/summary/11-1011.00,"$99.24 hourly, $206,420 annual",Average (3% to 4%),"22,200",4.2,0.699,"Exceptional legal and fiduciary accountability (A4: 5) as board-liable decision-maker, combined with strong political/stakeholder navigation (A6: 5) and deep organizational context (A5: 4) accumulated over tenure. Novel judgment in unprecedented business situations (A3: 4) remains high-stakes. Limited but meaningful growth through experience (A8: 3). Offensive score (A9: 3, A10: 4) reflects AI tools clearing analytics bottlenecks, not expanding CEO demand."
3,19-4092.00,Forensic Science Technicians,Y,https://www.onetonline.org/link/summary/19-4092.00,"$32.42 hourly, $67,440 annual",Much faster than average (7% or higher),"2,900",3.6,0.699,"Forensic Science Technicians are protected by direct legal accountability (expert witness, chain of custody), high novel judgment in interpreting complex evidence, and strong institutional knowledge of lab standards and case context. They face automation risk in routine analysis and imaging, but AI cannot replace the interpretive judgment required in ambiguous cases and courtroom credibility."
4,13-1082.00,Project Management Specialists,Y,https://www.onetonline.org/link/summary/13-1082.00,"$48.44 hourly, $100,750 annual",Faster than average (5% to 6%),"78,200",3.5,0.699,"Project managers derive value from stakeholder negotiation, judgment in ambiguous situations, and deep org context; their growth through client relationships is often transformative. However, routine scheduling, status tracking, and documentation—often 30–40% of the role—will be automated. AI tools will handle forecasting and resource optimization, but human judgment on scope negotiation, risk prioritization, and team dynamics remain irreplaceable. Strong offensive opportunity as PM demand grows in AI-driven digital transformation."
3,47-2152.04,Solar Thermal Installers and Technicians,Y,https://www.onetonline.org/link/summary/47-2152.04,"$30.27 hourly, $62,970 annual",Faster than average (5% to 6%),"44,000",3.6,0.699,"High physical presence requirement in unstructured environments protects against full automation, and hands-on thermal system troubleshooting requires on-site dexterity. Modest offensive score reflects some administrative relief from AI route optimization and some downstream growth as market expands, but technical scope is narrow and easily proceduralized."
5,29-2091.00,Orthotists and Prosthetists,Y,https://www.onetonline.org/link/summary/29-2091.00,"$37.65 hourly, $78,310 annual",Much faster than average (7% or higher),900,3.8,0.698,"Physical presence in fitting and adjustment, licensure/certification, and genuine relational transformation (O&P practitioners grow significantly through patient outcomes and feedback) provide moderate protection. However, routine fabrication and fitting are increasingly automatable."
2,35-2014.00,"Cooks, Restaurant",Y,https://www.onetonline.org/link/summary/35-2014.00,"$17.71 hourly, $36,830 annual",Much faster than average (7% or higher),"250,700",2.8,0.697,"Restaurant cooks maintain moderate judgment on flavor profiles, plating, and adapting to ingredient variation; menu creativity and experience matter more than in fast food. However, trust is not the primary value—consistency and speed are. Automation is steadily advancing for standardized components of the role."
4,27-2012.00,Producers and Directors,Y,https://www.onetonline.org/link/summary/27-2012.00,"$40.13 hourly, $83,480 annual",Faster than average (5% to 6%),"12,800",3.8,0.697,"Producers and directors thrive on creative vision, stakeholder negotiation, and judgment in novel production scenarios; their point of view and trust are central to market value. Audiences value distinctive human authorship and vision. However, AI-generated content and synthetic media threaten long-term market positioning if human creativity loses perceived value. Downstream opportunity exists in AI-assisted production and synthetic content curation, creating demand for human vision gatekeepers."
2,39-5092.00,Manicurists and Pedicurists,Y,https://www.onetonline.org/link/summary/39-5092.00,"$16.66 hourly, $34,660 annual",Much faster than average (7% or higher),"24,800",3.2,0.696,"Physical presence in unstructured environments (client nails, skin) is the core value and cannot be automated by current or near-term robotics. However, the work is highly routine with minimal judgment, no legal accountability, and trust is moderate at best—clients care primarily about the cosmetic outcome, not the practitioner's expertise. The role offers minimal productivity upside from AI."
3,29-2056.00,Veterinary Technologists and Technicians,Y,https://www.onetonline.org/link/summary/29-2056.00,"$22.11 hourly, $45,980 annual",Much faster than average (7% or higher),"14,300",3.3,0.696,"The role requires moderate hands-on technical skill in structured clinical environments (blood draws, lab work, anesthesia monitoring) and some judgment in recognizing abnormal findings. Licensure and technical accountability provide some protection. However, tasks are increasingly automated (lab analyzers, vital sign monitors); judgment is routine and pattern-based; trust is not core; and deep institutional knowledge is limited."
2,47-2231.00,Solar Photovoltaic Installers,Y,https://www.onetonline.org/link/summary/47-2231.00,"$24.93 hourly, $51,860 annual",Much faster than average (7% or higher),"4,100",3.5,0.694,"Strong physical presence and dexterity in unstructured rooftop/site environments provides core defense — robots cannot reliably install panels in variable conditions. However, limited judgment, no licensing requirement, and narrow technical scope mean efficiency gains from AI logistics/routing and prefab workflows will compress labor demand over time."
5,29-1214.00,Emergency Medicine Physicians,Y,https://www.onetonline.org/link/summary/29-1214.00,"$115.00+ hourly, $239,200+ annual",Average (3% to 4%),"1,000",4.7,0.693,"Emergency medicine is the apex of high-stakes judgment in ambiguous, novel situations where pattern-matching fails and mistakes kill. Physicians carry absolute legal and ethical accountability. Patients and families trust human physicians with their lives in ways no AI system can replicate. The role requires genuine growth through experience—learning from thousands of cases how to read subtle cues and make life-or-death decisions."
4,41-9021.00,Real Estate Brokers,Y,https://www.onetonline.org/link/summary/41-9021.00,"$34.75 hourly, $72,280 annual",Average (3% to 4%),"9,700",4.3,0.693,"Trust and legal accountability are the absolute core of brokerage—clients buy the broker's fiduciary duty, local market knowledge, and negotiation judgment, which cannot be outsourced to AI. Brokers also sit in position to evaluate and direct AI-assisted valuation, marketing, and transaction tools, expanding their role even as AI automates adjacent tasks."
2,47-2021.00,Brickmasons and Blockmasons,Y,https://www.onetonline.org/link/summary/47-2021.00,"$29.23 hourly, $60,800 annual",Average (3% to 4%),"5,600",4.4,0.693,"Brickmasons are heavily protected by requirement for physical presence in unstructured settings and complex, real-time judgment about mortar, structural load, angles, and site conditions that demand immediate correction. Deep experiential knowledge and hand dexterity refined over years are central to quality and safety. While AI may assist with planning and material optimization, the core craft—laying brick with precision in variable conditions—remains unmapped by AI."
3,31-2021.00,Physical Therapist Assistants,Y,https://www.onetonline.org/link/summary/31-2021.00,"$31.50 hourly, $65,510 annual",Much faster than average (7% or higher),"19,800",3.2,0.691,"PT assistants are anchored in A1 (physical presence—hands-on work with patients in clinical settings, assisting with exercises and therapeutic techniques that require real-time adjustment). They hold state licensure with some legal accountability (A4: 3) and must follow PT judgment but have some independent clinical decision-making authority. However, novel judgment is limited (they execute PT plans with modest adaptation) and trust is in the supervising PT, not the assistant. The role is moderately protected but not resilient."
5,19-2041.03,Industrial Ecologists,Y,https://www.onetonline.org/link/summary/19-2041.03,"$38.49 hourly, $80,060 annual",Average (3% to 4%),"8,500",4.3,0.69,"Novel judgment in complex, ambiguous environmental systems combined with legal/regulatory accountability requirements provide strong defensive protection. Academic and research-oriented work benefits from AI tools for data analysis and modeling, positioning ecologists to supervise AI-driven environmental assessments."
5,29-9099.01,Midwives,Y,https://www.onetonline.org/link/summary/29-9099.01,"$30.78 hourly, $64,030 annual",Average (3% to 4%),"2,600",4.5,0.689,"Midwives score highest on trust as core product (A2), legal accountability (A4), and the irreplaceable nature of physical presence in high-stakes, novel situations (A1, A3). The role fundamentally cannot be substituted by AI regardless of capability advancement."
3,39-1022.00,First-Line Supervisors of Personal Service Workers,Y,https://www.onetonline.org/link/summary/39-1022.00,"$22.64 hourly, $47,080 annual",Much faster than average (7% or higher),"16,300",3.2,0.687,"Strong trust and relationship value in supervising personal service workers (health aides, beauticians, etc.) provides meaningful protection; supervisors are often in field settings and must navigate both worker and client relationships. Institutional knowledge of service quality standards and worker performance is moderately valuable. However, no unique legal accountability anchors the role."
5,29-1211.00,Anesthesiologists,Y,https://www.onetonline.org/link/summary/29-1211.00,"$115.00+ hourly, $239,200+ annual",Average (3% to 4%),"1,300",4.6,0.686,"Physician-level accountability and trust are unsubstitutable by law and practice. Requires continuous judgment in genuinely novel, high-stakes clinical scenarios where patient variation is irreducible. AI can assist with monitoring/documentation, freeing capacity for high-value decision-making."
4,21-1091.00,Health Education Specialists,Y,https://www.onetonline.org/link/summary/21-1091.00,"$30.29 hourly, $63,000 annual",Faster than average (5% to 6%),"7,900",3.8,0.686,"Trust and the transformative nature of health education relationships provide moderate defense; specialists adapt meaningfully based on community feedback and cultural context. Significant time spent on curriculum development, data reporting, and outreach coordination could be compressed by AI, creating room for deeper engagement work."
4,39-9032.00,Recreation Workers,Y,https://www.onetonline.org/link/summary/39-9032.00,"$17.01 hourly, $35,380 annual",Average (3% to 4%),"68,100",3.9,0.686,"Core value is physical presence and genuine human relationship—leading activities, mentoring, and building community trust cannot be delivered remotely or by AI. Practitioners are transformed through these relationships and contribute that growth back into program design. Job Zone 4 judgment and adaptability further support resilience."
5,19-3039.02,Neuropsychologists,Y,https://www.onetonline.org/link/summary/19-3039.02,"$56.53 hourly, $117,580 annual",Average (3% to 4%),"3,900",4.4,0.685,"Trust in the clinician-patient relationship is core to neuropsychological assessment (A2=5), and the role demands genuine novel judgment in interpreting test patterns in the context of complex neurocognitive presentations (A3=5). Additionally, practitioners are fundamentally transformed by patient interaction (A8=5), making authentic human presence irreplaceable."
3,29-2099.05,Ophthalmic Medical Technologists,Y,https://www.onetonline.org/link/summary/29-2099.05,"$23.46 hourly, $48,790 annual",Faster than average (5% to 6%),"13,600",3.7,0.685,"Higher-credentialed than technicians with greater judgment in complex testing and interpretation; patient trust and continuity matter more. Licensed or certified status and requirement for human validation of test results provide meaningful legal and clinical barriers, though routine testing is increasingly automated."
3,39-9031.00,Exercise Trainers and Group Fitness Instructors,Y,https://www.onetonline.org/link/summary/39-9031.00,"$22.20 hourly, $46,180 annual",Much faster than average (7% or higher),"74,200",2.9,0.683,"While the role requires physical presence and some motivational relationship-building, judgment is largely routine (follow proven protocols, adapt for fitness level). No legal accountability or deep institutional knowledge. Video-based AI coaching with real-time form correction is already emerging. The trust component is moderate—clients value human motivation but many are indifferent to AI-generated workouts if effective."
4,13-1199.07,Security Management Specialists,Y,https://www.onetonline.org/link/summary/13-1199.07,"$39.07 hourly, $81,270 annual",Average (3% to 4%),"108,200",3.8,0.683,"Strong legal accountability (A4=4) and novel judgment in high-stakes situations (A3=4) provide solid defensive ground, though the role lacks significant physical presence requirements. Political navigation and stakeholder management (A6=4) are meaningful but weighted low. Modest opportunity for AI to handle routine compliance documentation (A9=3), but core security strategy work remains protected."
2,47-2061.00,Construction Laborers,Y,https://www.onetonline.org/link/summary/47-2061.00,"$22.47 hourly, $46,730 annual",Much faster than average (7% or higher),"129,400",2.8,0.682,"Physical presence in unstructured environments is the primary defense, but construction robotics and autonomous equipment are advancing rapidly and will eventually handle most material handling, demolition, and site preparation. The role requires minimal judgment, no relationship depth, and no legal accountability—work is highly structured and repetitive within a site."
3,49-9062.00,Medical Equipment Repairers,Y,https://www.onetonline.org/link/summary/49-9062.00,"$30.11 hourly, $62,630 annual",Much faster than average (7% or higher),"7,300",3.3,0.682,"Equipment repairers diagnose and fix complex medical machinery—combining technical knowledge with troubleshooting in semi-structured environments (A1: 3, A3: 3). They must be physically present and have some accountability for device safety (A4: 2). Deep institutional knowledge of specific equipment and facilities (A5: 3) is valuable. However, remote diagnostics, modular replacement, and AI-assisted fault detection are reducing the need for on-site expertise."
4,11-2032.00,Public Relations Managers,Y,https://www.onetonline.org/link/summary/11-2032.00,"$66.60 hourly, $138,520 annual",Faster than average (5% to 6%),"6,600",3.8,0.682,"Success hinges on deep institutional knowledge of organizational culture, leadership relationships, and stakeholder dynamics—areas where years of experience are irreplaceable. Political navigation and trust with executives and boards provide meaningful defensive value. However, lack of legal accountability and exposure to AI-generated content creation limit ceiling; administrative overhead (media monitoring, scheduling, drafting routine comms) represents significant opportunity for compression."
4,19-2031.00,Chemists,Y,https://www.onetonline.org/link/summary/19-2031.00,"$40.46 hourly, $84,150 annual",Faster than average (5% to 6%),"6,300",3.8,0.681,"Strong defenses from novel judgment (A3: 4) in experimental design and high legal/regulatory accountability (A4: 4) for lab protocols and compound safety. Moderate physical presence in controlled lab environments (A1: 3) and meaningful institutional knowledge (A5: 3) provide additional protection. Offensive score is moderate (A9: 3, A10: 3) as AI assists with literature synthesis and data analysis but doesn't replace experimental validation."
4,11-1021.00,General and Operations Managers,Y,https://www.onetonline.org/link/summary/11-1021.00,"$49.50 hourly, $102,950 annual",Average (3% to 4%),"308,700",3.6,0.681,"Political navigation and deep organizational context (A6=4, A5=4) are core to success, and strategic judgment in ambiguous situations (A3=4) provides some defense. The role stands to gain materially as AI automates reporting and analysis (A9=4), freeing managers to focus on people leadership and strategic direction rather than data wrangling."
3,49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",Y,https://www.onetonline.org/link/summary/49-2021.00,"$30.86 hourly, $64,190 annual",Much faster than average (7% or higher),"1,200",3.6,0.68,"Core value lies in unstructured physical environments—climbing towers, diagnosing equipment failures in field conditions, and responding to novel infrastructure problems. Judgment in troubleshooting is irreplaceable. Physical dexterity and safety-critical work on active telecom infrastructure create hard defenses against automation."
3,15-1241.01,Telecommunications Engineering Specialists,Y,https://www.onetonline.org/link/summary/15-1241.01,"$62.69 hourly, $130,390 annual",Much faster than average (7% or higher),"11,200",3.2,0.679,"Telecom specialists navigate complex, often novel problems in network design, troubleshooting, and optimization—situations where judgment matters and standards are ambiguous. Deep technical knowledge and organizational context are valuable. However, as AI tools for network analysis and optimization mature, the bar for what counts as 'novel' judgment lowers; many decisions could be delegated to AI systems supervised by specialists."
3,31-9091.00,Dental Assistants,Y,https://www.onetonline.org/link/summary/31-9091.00,"$22.74 hourly, $47,300 annual",Faster than average (5% to 6%),"52,900",3.4,0.678,"Dental assistants derive substantial resilience from irreplaceable physical presence (A1: 5)—they must be chairside, managing instruments, patient comfort, and chairside procedures in unstructured clinical environments where robots are not yet viable. The role involves meaningful patient relationship value (A2: 3) and learning that comes from experience with diverse patient presentations (A8: 3), adding layers of protection. However, the role lacks legal accountability (no licensure for most jurisdictions) and limited novel judgment, preventing a higher score. Assistants also spend significant time on below-ceiling administrative work (A9: 3), which AI could help streamline."
3,11-9171.00,Funeral Home Managers,Y,https://www.onetonline.org/link/summary/11-9171.00,"$36.94 hourly, $76,830 annual",Average (3% to 4%),"2,600",4.4,0.677,"Funeral home managers combine legal/regulatory accountability (licensing, compliance with funeral service laws), trust as core product (families rely on ethical, dignified handling), and deep institutional knowledge of communities and regulations. AI can streamline scheduling and documentation, but human leadership of emotionally complex family dynamics is irreplaceable."
4,41-9031.00,Sales Engineers,Y,https://www.onetonline.org/link/summary/41-9031.00,"$58.42 hourly, $121,520 annual",Faster than average (5% to 6%),"5,000",3.8,0.676,"Sales engineers rely on building trust with technical buyers, solving novel customer problems, and navigating complex B2B relationships—tasks AI cannot fully replicate. Crucially, the role is currently bottlenecked by proposal writing, product research, and customer research, all of which AI can compress dramatically."
